OBSERVATION_ID,TARGET_NAME,START_TIME,INSTRUMENT_NAME,RA,DEC,OBSERVER,PROPOSAL_ID,AOR,PROP_END,OBSSTATE,DURATION,OBSERVING_MODE_OID,SPG_ID,OD_NUMBER,STATUS,DISTANCE
1342223836,HATLAS-GAMA15-2-1,2011-07-09 19:11:11.0,PACS,217.39671019089755,-0.47638947834644596,rivison,OT1_rivison_1,PPhoto-0012,2012-01-09 00:00:00.0,LEVEL2_PROCESSED,276.0,PacsPhoto,SPG v12.1.0,787,PASSED,
1342223837,HATLAS-GAMA15-2-1,2011-07-09 19:16:50.0,PACS,217.3968438340358,-0.4765223509713671,rivison,OT1_rivison_1,PPhoto-0012b,2012-01-09 00:00:00.0,LEVEL2_PROCESSED,276.0,PacsPhoto,SPG v12.1.0,787,PASSED,
1342237224,HATLAS-GAMA15-V2.235,2012-01-12 07:37:19.0,PACS,213.4672915299382,-0.007208432142656,rivison,OT1_rivison_1,PPhoto-0005,2012-07-12 07:37:19.0,LEVEL2_PROCESSED,276.0,PacsPhoto,SPG v12.1.0,973,PASSED,
1342237225,HATLAS-GAMA15-V2.235,2012-01-12 07:42:58.0,PACS,213.46661744858687,-0.00712497683635,rivison,OT1_rivison_1,PPhoto-0005b,2012-07-12 07:42:58.0,LEVEL2_PROCESSED,276.0,PacsPhoto,SPG v12.1.0,973,PASSED,
