OBSERVATION_ID,TARGET_NAME,START_TIME,INSTRUMENT_NAME,RA,DEC,OBSERVER,PROPOSAL_ID,AOR,PROP_END,OBSSTATE,DURATION,OBSERVING_MODE_OID,SPG_ID,OD_NUMBER,STATUS,DISTANCE
1342233312,Lockman-SWIRE2,2011-11-29 19:23:27.0,PACS,160.95289968344122,58.051884881346176,soliver,KPGT_soliver_1,SPParallel Level-5 Lockman ort,2012-05-29 19:23:27.0,LEVEL3_PROCESSED,64436.0,SpirePacsParallel,SPG v14.0.1,930,PASSED,
1342233343,Lockman-SWIRE2,2011-11-30 20:03:01.0,PACS,160.95289968344122,58.051884881346176,soliver,KPGT_soliver_1,SPParallel Level-5 Lockman nom,2012-05-30 20:03:01.0,LEVEL3_PROCESSED,64498.0,SpirePacsParallel,SPG v14.0.1,931,PASSED,
1342245908,Lockman-SWIRE2,2012-05-19 01:00:47.0,PACS,161.57333936303357,57.94095542158188,soliver,KPGT_soliver_1,SPParallel Level-5 Lockman nom  - copy,2012-11-19 01:00:47.0,LEVEL3_PROCESSED,64498.0,SpirePacsParallel,SPG v14.0.1,1101,,
1342245910,Lockman-SWIRE2,2012-05-19 19:28:33.0,PACS,161.57333936303357,57.94095542158188,soliver,KPGT_soliver_1,SPParallel Level-5 Lockman ort  - copy,2012-11-19 19:28:33.0,LEVEL3_PROCESSED,64436.0,SpirePacsParallel,SPG v14.0.1,1102,PASSED,
